text,diggCount,replyCommentTotal,createTimeISO,uniqueId,videoWebUrl,uid,cid,avatarThumbnail,label
papa lg sibuk nugas nak,6,0.0,2025-09-18T09:57:20.000Z,bubullebusss3,https://www.tiktok.com/@hygils/video/7548701383629737221,7469661927725433872,7551366072969986817,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/0bb6445c4ce10d8dbe69b5416a6b2ac1~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8d626bc8&x-expires=1765332000&x-signature=ab%2BEWNtyFfY3CcFbODPJ782WzDM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Netral
"papa engineering, mama shoping lahh",19,3.0,2025-09-13T03:41:54.000Z,auliarhcn_,https://www.tiktok.com/@hygils/video/7548701383629737221,7047114147721298945,7549413919523455764,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/bfdd06690fe366c60f326051d2c9f1d7~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=ec628746&x-expires=1765332000&x-signature=7%2B7uh%2BUxRgC0ZkD6wlpJTz%2BJZP0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva,Netral
Mama teacher ya paa 🤭,193,5.0,2025-09-11T11:47:42.000Z,zahrahd02,https://www.tiktok.com/@hygils/video/7548701383629737221,6928668881687725058,7548796956702573333,https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/b6fde13d211a7b0bd3b10100cc5ceb44~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=5f4e180b&x-expires=1765332000&x-signature=9XyKGwtkGpMIVhhk3PtMc3scvaA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva,Netral
Udh jadi istrinya engineer. Soon pgn bgt punya anak yg serba bisa kek suamiku 🥹,2,1.0,2025-12-04T07:03:32.000Z,dheeagnp,https://www.tiktok.com/@hygils/video/7548701383629737221,6774791223699735553,7579894871595647751,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/74d2f03158f6c29bb65cba834618d161~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=097f28ac&x-expires=1765332000&x-signature=%2FmgjY%2BGJRIhkiCTDTZEYQcgvEDI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva,Netral
Mama dokter mau ga?😋,0,3.0,2025-09-11T07:46:05.000Z,sobatnganggur_,https://www.tiktok.com/@hygils/video/7548701383629737221,6959032828630909957,7548734685158769426,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/71e2d71a5a99e3f2680a78ea60a3d4c9~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=f9f3d914&x-expires=1765332000&x-signature=qOfhE1dmubMPwRwyWhJlxaJtNxs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva,Netral
Asal jangan laboratorium 🤭,2,,2025-09-11T07:47:33.000Z,hygils,https://www.tiktok.com/@hygils/video/7548701383629737221,6822939845071356929,7548735072359645973,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/ecb0984171c428ab21fbd790df6460ab~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=69f181b1&x-expires=1765332000&x-signature=XosLkllL2FloVbKusXBvrt05N7w%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva,Negatif
sama dr bole g? pls bgt,90,7.0,2025-09-11T14:46:25.000Z,alyasyyakira,https://www.tiktok.com/@hygils/video/7548701383629737221,7250507708834612230,7548843022923006727,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/82665b3c28bc89a6c70d86d0e9492e5d~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=64b8cd37&x-expires=1765332000&x-signature=80rzYR9FGfrJjc1wfETv46PfLfs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva,Netral
Nak join tapi insecure 🥹,4,0.0,2025-09-24T09:17:24.000Z,missionspacefans,https://www.tiktok.com/@hygils/video/7548701383629737221,7069355185575396379,7553582339566240519,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/09bde6a167feb67486fc9736c99d4f71~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=325dcde5&x-expires=1765332000&x-signature=H5jwUqU1O3fGgaYwRGYPY0lCGQY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva,Negatif
Papa engineer mama lawyer,0,1.0,2025-09-13T08:51:58.000Z,utamiseni_,https://www.tiktok.com/@hygils/video/7548701383629737221,6803254000558670850,7549493838152696594,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/8f0ec1bf1424f68cd71ce25f59a26103~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=04df1b82&x-expires=1765332000&x-signature=tis2CfO7aBS47n3x3YjgKzwe9JM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva,Netral
Mama perawat gimana mas 🙏🏻,22,2.0,2025-09-11T06:35:10.000Z,dihayyy_,https://www.tiktok.com/@hygils/video/7548701383629737221,76354697978,7548716410957939463,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/4036f63a0b7dbbf578767d8c3d9a7b6b~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=925eaa83&x-expires=1765332000&x-signature=y8WUzMP12j%2Fsw5R8DZj6QBbrwk0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva,Netral
Biasanya perawat sama abneg mba 🏃🏻‍♂️‍➡,14,,2025-09-11T07:32:40.000Z,hygils,https://www.tiktok.com/@hygils/video/7548701383629737221,6822939845071356929,7548731218189435656,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/ecb0984171c428ab21fbd790df6460ab~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=69f181b1&x-expires=1765332000&x-signature=XosLkllL2FloVbKusXBvrt05N7w%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva,Netral
My dad is PLN💀,13,4.0,2025-09-11T12:44:56.000Z,vrdbs,https://www.tiktok.com/@hygils/video/7548701383629737221,7178277782812099610,7548811716852073234,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/e312330cb9d88d6c3fe60a6789d773df~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=83e418bd&x-expires=1765332000&x-signature=zFYICXXZP7qz8603io9pqQ8X5Kw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva,Netral
"daritadi engineering muluu , curiga emang jodohnya🙏🏻",3,0.0,2025-12-06T04:18:08.000Z,ungee_4,https://www.tiktok.com/@hygils/video/7548701383629737221,6749373535590007809,7580594411999838983,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/abf1c7dc891135efc21ebc6c42634504~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=97454167&x-expires=1765332000&x-signature=LF4tSxK1CNeC06Fyo273Lg4hXO0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva,Netral
Farmasi,7,2.0,2025-09-11T10:35:25.000Z,albert_danish,https://www.tiktok.com/@hygils/video/7548701383629737221,7044006496401622017,7548778336508592914,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/b74642040a36795263d61671e046ef6f~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=c53c9021&x-expires=1765332000&x-signature=csYuD2wlo4417o5J2kslEY32Bxk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva,Netral
mama hrd mau nggak,0,2.0,2025-09-17T04:28:34.000Z,negayeppo,https://www.tiktok.com/@hygils/video/7548701383629737221,6784321327962407938,7550910294480110344,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/92b887479d2090845ee8ca50c3ceb0eb~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=8408a5a3&x-expires=1765332000&x-signature=tjtdRc%2FMw%2BBeWUdX3IszHEOAdQc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva,Netral
"udah mandi ini, tadi mandi bareng soalnya",17,1.0,2025-03-04T07:23:04.000Z,danielccaesarf,https://www.tiktok.com/@_ram.s0/video/7477531123526946056,7050306178802336769,7477851336315650871,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/d6b98f3b10795f28dd7420772f568dd2~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0d8b5fa0&x-expires=1765332000&x-signature=oDL%2BKOCqpCQ51SlBeJy6vKyChi8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Netral
mlh diperjelas,9,1.0,2025-04-24T02:01:06.000Z,meweiane,https://www.tiktok.com/@_ram.s0/video/7477531123526946056,6770533527902520322,7496693783397958408,https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/a933b1da3a92926a1a866b383fd06362~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=bb7f8c71&x-expires=1765332000&x-signature=kPWXXVUqmQkp%2FjOPkPVbmCO%2FP84%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Netral
aduhh ganteng,7,4.0,2025-03-03T16:55:20.000Z,sydhva,https://www.tiktok.com/@_ram.s0/video/7477531123526946056,6974948150227059713,7477627852734038800,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/e871c0b67a442b8fad9fe1cbd00cd854~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a050f873&x-expires=1765332000&x-signature=7JDyBV3vuB6vkCJqILjN5WyS1FM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Positif
anjai universitas ahmad dahlan,26,0.0,2025-03-20T12:35:05.000Z,shanvlzz,https://www.tiktok.com/@_ram.s0/video/7477531123526946056,6837694532450141185,7483869228425757458,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/a8b5e5263c6977d6592eb4a79a279067~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=62dfa2fd&x-expires=1765332000&x-signature=ccPN5%2FVOXl1rEWr4jsoPDYWCQt8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Netral
gw cewek ti aja ga mau pacaran sama anak teknik 😭😭,12,4.0,2025-03-04T12:14:00.000Z,jsxdlai_in,https://www.tiktok.com/@_ram.s0/video/7477531123526946056,6848557705800909825,7477926419076383496,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/61bd83f15bee7a45b61df98246844359~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=94cc643b&x-expires=1765332000&x-signature=%2BzTsxZEs2uHZptv%2BXvy6n99dT0k%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Netral
run guiss,47,3.0,2025-03-04T07:40:59.000Z,leowtyy,https://www.tiktok.com/@_ram.s0/video/7477531123526946056,7070731979691836442,7477856040324498194,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/2d85085c4efac41e566f65a7be3be06a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9789b4e9&x-expires=1765332000&x-signature=Ccg9xlMZyDuCgumgszK5WXldt3I%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Negatif
nun sewu MAGENTA🙏🏻,1,,2025-11-10T00:41:58.000Z,r.nab1l,https://www.tiktok.com/@bmstrr/video/7551238417321823544,7371002673602085894,7570890499712615186,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/210880a8d8ade48b9b32e07d49fef446~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=28e3f343&x-expires=1765332000&x-signature=UXKR4VproD5eKopmm%2BwH6w%2BxV6c%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Netral
👌,0,0.0,2025-09-21T04:50:56.000Z,k300mpa,https://www.tiktok.com/@bmstrr/video/7551238417321823544,6817241533034710017,7552400418484421384,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/f7b685b30043f773c10103a56d6c1cd2~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=0837e04f&x-expires=1765332000&x-signature=tXSAkFErAK%2FEcVsCH37CaMAjeAM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,Netral
bagi info weldernya abang enginer 😁,0,0.0,2025-09-21T06:55:37.000Z,ijunwijayaa,https://www.tiktok.com/@bmstrr/video/7551238417321823544,6783291557355389953,7552432534845375248,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/760009cc2cff7cf56f272a9709c4b747~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=21fa3330&x-expires=1765332000&x-signature=MSSzg1sjr%2FZd2BhNOvi%2B6SJV%2FQ4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,Netral
ini pusat nya menyakiti karna logo nya M wkwk,2,,2025-10-24T01:59:09.000Z,strwbrygrnteachz,https://www.tiktok.com/@bmstrr/video/7551238417321823544,7282568029408904210,7564601911759110933,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/213088df193e4f37c43a858a54f9871b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b935d7cb&x-expires=1765332000&x-signature=QLij2EfqXDyle%2Fi3JX%2BfcgF7Yqc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Positif
Tp kakaku teknik mesin jg setia dan bucinnn dengan istriny wkwk,3,,2025-09-22T06:17:21.000Z,syaaahsyaaa,https://www.tiktok.com/@bmstrr/video/7551238417321823544,6954728405888500738,7552793765744804628,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/691bf3e9d313e73dc2469a397a898098~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6067d031&x-expires=1765332000&x-signature=%2F2fFbS3R%2BLeBAuv%2FUwweHeaJ%2B50%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Positif
"kakak ku teknik ga pernah main perasaan cewe, udh jadi suami org, bucin bngt sama istri nya
but, aku dpt cowo teknik nyakitin mulu ih😭🤏🏻",1,,2025-09-24T11:06:16.000Z,matchaaimupppp,https://www.tiktok.com/@bmstrr/video/7551238417321823544,7039143081002206235,7553610369953973012,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/4a714d3575a15663a81b8e21528dd351~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e5793bb3&x-expires=1765332000&x-signature=Hwz0UvyKOXiFaQpqbU46bLbQJNY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Positif
Geser aja kak geser,0,,2025-10-19T04:36:32.000Z,shelaacitra,https://www.tiktok.com/@bmstrr/video/7551238417321823544,6785369557471200257,7562787060727497492,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/61c1fbc5236a584524211e6e07615ae9~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9e584cfd&x-expires=1765332000&x-signature=9tY8KOJiimVnGvtxsgg5HSRw2cI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Netral
geserr kemana kak🥰,1,,2025-10-19T06:09:56.000Z,matchaaimupppp,https://www.tiktok.com/@bmstrr/video/7551238417321823544,7039143081002206235,7562811126482256661,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/4a714d3575a15663a81b8e21528dd351~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e5793bb3&x-expires=1765332000&x-signature=Hwz0UvyKOXiFaQpqbU46bLbQJNY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Netral
reall suamiku✌😁 jadi yg trust issue cuma oknum di semua profesi pasti ada wkwkwk,1,,2025-10-28T08:21:52.000Z,umbium3,https://www.tiktok.com/@bmstrr/video/7551238417321823544,7420494909603480582,7566184915613106951,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/56b8d68845863fb4b1d2f9b298838992~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=078f45f5&x-expires=1765332000&x-signature=HN%2BO15nbux83USNJgI7%2F%2BHdL9Eo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Positif
pusat nya jirr🥰,4,,2025-09-24T10:13:36.000Z,zoukowhi,https://www.tiktok.com/@bmstrr/video/7551238417321823544,6846730057324250114,7553596823148331794,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/8ee130e105610f165d348786a0cbfc00~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2f8d3d7c&x-expires=1765332000&x-signature=GnUVvNxt9t2w3Z%2BG7CI0FQNkCyo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Netral
justru teknik mesin yg bikin trust issue kak 🙏🏻,8,,2025-09-20T06:20:33.000Z,ddiaasp,https://www.tiktok.com/@bmstrr/video/7551238417321823544,7089831026323604482,7552052387809936145,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/3fc7bb9611e6aa70422cc50f3271428a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2c6a6ea7&x-expires=1765332000&x-signature=a6iBHCvp0IKKh%2BXpgGAzYah3y08%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Positif
"Geser ke teknik kapal UI dong, dijamin ketagihan😂🙏🏼",1,,2025-09-20T10:30:25.000Z,desmamorgana.97,https://www.tiktok.com/@bmstrr/video/7551238417321823544,6526126670675787777,7552116816345350919,https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/a7cc4691cefa4588183ae48d7fde5894~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=58e88974&x-expires=1765332000&x-signature=mIrOUVSuTsxGQKfA2xTgLiRI7sM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Netral
wawasan amazing komunikasi anzing,0,,2025-11-18T11:23:10.000Z,kafkanafisa017,https://www.tiktok.com/@bmstrr/video/7551238417321823544,6921842312860730370,7574024396614255380,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/2a97616d8eba2986a6c57548ac79b301~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ee824ed7&x-expires=1765332000&x-signature=oXCTyfzUqMBk8Vfz9sCaUNR8xKU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Positif
trust issue kalo masih kuliah wkwk,2,,2025-09-29T12:09:53.000Z,zakkaakkaz,https://www.tiktok.com/@bmstrr/video/7551238417321823544,6954248476625929218,7555482212876190485,https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/d2958628eb64276ade2f3f1cc7656683~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e3291099&x-expires=1765332000&x-signature=0VzJ5FwYB2YoVLZxzLLw0TjAKqM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Positif
"geser ke teknik mesin ya kak, gua malah korban dari cewe kesehatan lingkungan, diselingkuhin dan diputusin pas gua lagi skripsian🗿",1,,2025-09-24T11:08:45.000Z,alvnn5,https://www.tiktok.com/@bmstrr/video/7551238417321823544,7224203712137380891,7553611036709290760,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/9751e3f90bfaad78c26c69f40dd84428~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e83a8330&x-expires=1765332000&x-signature=1FglRGlPI3t1AmT7mm%2BpWXkKnSI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Netral
in engineering jisjos,1,,2025-10-05T02:58:40.000Z,boboiboy6923,https://www.tiktok.com/@bmstrr/video/7551238417321823544,7491671262667719687,7557566653573153554,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/c001ce73836c2ef37238088712b92d7b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=469236a8&x-expires=1765332000&x-signature=omWIzMFVAoerdbJYnhptloDLvRg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Netral
🤣🤣🤣,1,,2025-09-24T23:14:29.000Z,meedlleabout,https://www.tiktok.com/@bmstrr/video/7551238417321823544,7491121048793138184,7553798025580151559,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/bbd1a9334b6e94c0d143048d7aa55eef~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2ac95b17&x-expires=1765332000&x-signature=HQc%2Fr9WHHG8QyJ6dvwLMBU2tNPI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Netral
boleh minta foto pertamanya bang hehe,0,,2025-09-26T01:51:53.000Z,_jerkayo,https://www.tiktok.com/@bmstrr/video/7551238417321823544,7151643647006573594,7554209693103719186,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/ab2b8f6b264edd3da132226273d843b1~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=abb56ff8&x-expires=1765332000&x-signature=Ckj5PcLmM1vPOlVW9rJDePpbtUI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,Netral
pc bang,0,,2025-09-26T08:37:10.000Z,bmstrr,https://www.tiktok.com/@bmstrr/video/7551238417321823544,7132706165552940059,7554314126727201557,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/62beb33ef41390d9827674651c2f0084~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=d5b955d7&x-expires=1765332000&x-signature=Nlzojj92%2FQJ4H9FWYpb1U9PyfzY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,Netral
udah bang,0,,2025-09-26T11:24:42.000Z,_jerkayo,https://www.tiktok.com/@bmstrr/video/7551238417321823544,7151643647006573594,7554357298233492242,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/ab2b8f6b264edd3da132226273d843b1~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=abb56ff8&x-expires=1765332000&x-signature=Ckj5PcLmM1vPOlVW9rJDePpbtUI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,Netral
"Aamiin, semangat bre🔥",2,,2025-11-04T04:50:24.000Z,adigunawan_23,https://www.tiktok.com/@bmstrr/video/7551238417321823544,7091479495827391490,7568728012372787989,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/5f861e908d20f70b8a3b9bc622688757~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f8e9b9d3&x-expires=1765332000&x-signature=CV0xFsPYfm%2B5Vq6tzYpDoknStFM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Positif
"Kalo operator tugasnya setting mesin biar produknya bagus ,kalo engeenering betulin bagian dalem mesin yg rusak😆",1,,2025-10-20T03:29:46.000Z,jdhhdhsd,https://www.tiktok.com/@bmstrr/video/7551238417321823544,7136161526939190299,7563140447716164360,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/0c0f7a1be12de5d8cdd853a3aa3e2ebc~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9b4af7c9&x-expires=1765332000&x-signature=6sV4w0jrx2YzMSnF140r8wdcc38%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Positif
kerja nya di apa kak?,0,,2025-10-20T13:04:14.000Z,yoga05gaming527,https://www.tiktok.com/@bmstrr/video/7551238417321823544,6958200212712227845,7563289000275804946,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7321123589225185282~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=fee0a32f&x-expires=1765332000&x-signature=tGBFMegWpy97Hp%2Fkg1zzO7HSpjQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,Netral
kalau belum kerja apakah bisa di sebut engineer...?,5,,2025-09-22T05:12:08.000Z,arip.mensen,https://www.tiktok.com/@bmstrr/video/7551238417321823544,6962551609726157826,7552776940820153108,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/af59e2fd2ed130f1f6a7fbdbfcb104d0~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=73f9dbe4&x-expires=1765332000&x-signature=GVYPYQLcDkFiubC%2Fb6xZm1hYLaw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Netral
engangguran wkwk,32,,2025-09-22T05:19:42.000Z,argaaa_s,https://www.tiktok.com/@bmstrr/video/7551238417321823544,6816662848392578050,7552778911944360712,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/93b96ada3a8336b0235d8b6b382ea38a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=68e6947e&x-expires=1765332000&x-signature=tR3H%2FnUa0%2Fjzh9u9%2Fee1mJPE7x8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Positif
kalau jurusan nya teknik tapi gelar nya S. Kom gmna bang? terus kerja nya jadi engineer juga apakah itu engineer?,1,,2025-09-22T16:26:50.000Z,tukangtambal_,https://www.tiktok.com/@bmstrr/video/7551238417321823544,6962698279709574145,7552950821781259024,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7331680404728414209~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8f3ac7f2&x-expires=1765332000&x-signature=JhHUMnL22tBVFHrECDbXyDmB5KY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Netral
"teknik apa dulu, jurusan berbasis teknik atau wajib fakultas teknik? karena ga semua teknik berfakultas teknik, contohnya teknik informatika, jurusan yang ga selalu di fakultas teknik, tapi karir nya diisi dgn rekayasa/engginer",0,,2025-10-30T14:43:59.000Z,uentat,https://www.tiktok.com/@bmstrr/video/7551238417321823544,7011433995193304065,7567025553439376149,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/a3f8b43da05b887e86d26395c803f4e6~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8c44f980&x-expires=1765332000&x-signature=YBwDQayrDljRFCPsAaLDwOZlJ7w%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,Netral
